joulu-tammi,Insinööriliitto,"34,75 €",ammattiliitto
,Alarmy,"2,89 €",IT-palvelut
,ePassi,"20,00 €",take away
,Lielahden apteekki,"23,58 €",apteekki
,Intrum,"61,20 €",perintä
,LähiTapiola,"19,20 €",vakuutukset
,DNA Welho,"23,35 €",Internet-yhteys
,Nordic Green Energy,"8,79 €",sähkö
,DNA,"44,03 €",puhelin
,McAfee,"7,90 €",IT-palvelut
,Nuorten Päihdekasvatus ry,"35,00 €",lahjoitukset
,Wolt,"9,99 €",take away
,Hetzner,"8,56 €",IT-palvelut
,Adobe,"24,79 €",IT-palvelut
