,Amazon,"€2,11",kirjat
,Amazon,"€4,20",kirjat
,Wolt,"€15,00",take away
,Työvaatetukku,"€16,67",vaatteet
,Amazon,"€4,24",kirjat
,Packt,"€10,00",kirjat
,Prisma Lielahti,"€29,95",urheiluvälineet
,Adlibris,"€17,90",kirjat
,Prisma Lielahti,"€7,95",vaatteet
,GOG,"€7,84",pelit
,Budget Sport,"€19,86",vaatteet
kesä-heinä,Zalando,"€45,00",vaatteet
,Zalando,"€43,90",vaatteet
,Budget Sport,"€19,86",vaatteet
,Qwertee,"€14,00",vaatteet
,Bikester,"€11,95",urheiluvälineet
,Amazon,"€5,89",kirjat
,SF Anytime,"€6,49",suoratoisto
,Amazon,"€3,25",kirjat
,Amazon,"€6,51",kirjat
,Amazon,"€2,16",kirjat
,Prisma Lielahti,"€15,65",vaatteet
,Adlibris,"€17,80",kirjat
,CDON,"€18,78",kirjat
,Prisma Lielahti,"€15,90",taloustavarat
,Amazon,"€8,66",kirjat
,Prisma Lielahti,"€17,50",vaatteet
,Amazon,"€1,11",kirjat
,Amazon,"€15,65",kirjat
,Amazon,"€4,48",kirjat
,Zalando,"€16,85",vaatteet
,H&M,"€24,98",vaatteet
,Amazon,"€2,04",kirjat
,Amazon,"€3,39",kirjat
heinä-elo,Amazon,"4,42 €",kirjat
,Qwertee,"20,00 €",vaatteet
,SF Anytime,"12,98 €",suoratoisto
,Tokmanni Juva,"27,69 €",taloustavarat
,Lusto,"12,00 €",museo
,Lusto,"26,00 €",muu
,Biltema Mikkeli,"8,90 €",muu
,kotieläinpuisto Taikaniemi,"10,00 €",muu
,Q-Point Juva,"4,50 €",muu
,Prisma Mikkeli,"40,00 €",vaatteet
,Stadium Mikkeli,"25,99 €",vaatteet
,Wolt,"9,99 €",take away
,K-Rauta Lielahti,"7,95 €",rautakauppa
,Tampereen Pieni Lelukauppa,"7,90 €",pelit
,KappAhl,"26,55 €",vaatteet
,Suomalainen Kirjakauppa,"6,60 €",paperitarvikkeet
,Amazon,"3,32 €",kirjat
,Zalando,"−43,90 €",palautus
,Amazon,"3,32 €",kirjat
,Cellbes,"50,95 €",vaatteet
,Amazon,"2,21 €",kirjat
,Guilford Press,"32,33 €",kirjat
,Tokmanni Tesoma,"20,24 €",vaatteet
,H&M,"49,99 €",vaatteet
,Amazon,"5,54 €",kirjat
,Amazon,"13,27 €",kirjat
,Wolt,"15,00 €",take away
,Prisma Lielahti,"17,95 €",urheiluvälineet
,K-Citymarket Lielahti,"10,00 €",taloustavarat
,K-Citymarket Lielahti,"15,00 €",vaatteet
,K-Citymarket Lielahti,"10,00 €",taloustavarat
elo-syys,Gigantti Lielahti,"87,99 €",elektroniikka
,K-Citymarket Lielahti,"11,00 €",taloustavarat
,CDON,"19,80 €",kirjat
,Suomalainen Kirjakauppa,"21,85 €",kirjat
,Amazon,"11,23 €",kirjat
,SF Anytime,"1,89 €",suoratoisto
,Jills.fi,"37,90 €",vaatteet
,Booky,"19,60 €",kirjat
,Prisma Lielahti,"5,00 €",taloustavarat
,K-Citymarket Lielahti,"6,99 €",paperitarvikkeet
,Zalando,"22,40 €",vaatteet
,Zalando,"44,60 €",vaatteet
,Tokmanni Lielahti,"12,48 €",taloustavarat
,K-Citymarket Lielahti,"31,41 €",vaatteet
,Tuurin kyläkauppa,"74,30 €",taloustavarat
,K-Citymarket Lielahti,"8,00 €",vaatteet
syys-loka,Zalando,"20,95 €",vaatteet
,Adlibris,"32,70 €",kirjat
,DJTees,"28,92 €",vaatteet
,Booky.fi,"52,90 €",kirjat
,Amazon,"10,61 €",kirjat
,Prisma Lielahti,"4,95 €",taloustavarat
,tulli,"7,27 €",tulli
,Kirja-verkkokauppa,"5,90 €",kirjat
loka-marras,Booky.fi,"38,60 €",kirjat
,Lielahden kirjasto,"1,00 €",kirjat
,Prisma Lielahti,"24,95 €",elektroniikka
,Elisa Kirja,"5,90 €",kirjat
,Zalando,"32,95 €",vaatteet
,Amazon,"11,61 €",kirjat
,Prisma Lielahti,"12,85 €",taloustavarat
,Zalando,"26,95 €",vaatteet
,Musti ja Mirri Lielahti,"27,99 €",lemmikkitarvikkeet
,Qwertee,"14,50 €",vaatteet
,Elisa Kirja,"5,90 €",kirjat
,Wolt,"15,00 €",take away
marras-joulu,Budget Sport,"39,80 €",vaatteet
,Kirja,"14,90 €",kirjat
,Amazon,"28,88 €",kirjat
,Budget Sport,"39,80 €",vaatteet
,SportsDirect.com,"23,20 €",vaatteet
,Elisa Kirja,"24,40 €",kirjat
,Tesoman kirjasto,"1,00 €",kirjat
,Lastu,"23,90 €",muu
,Halpa-Halli Saarijärvi,"71,20 €",vaatteet
,Fiini Fröökynä,"21,95 €",vaatteet
,Packt,"15,00 €",kirjat
joulu-tammi,Zalando,"44,99 €",vaatteet
,Zalando,"45,94 €",vaatteet
,Packt,"15,00 €",kirjat
,Anu Pellikka,"80,00 €",urheiluvälineet
,Gigantti Lielahti,"83,90 €",elektroniikka
,Zalando,"35,95 €",vaatteet
,Elisa Kirja,"12,80 €",kirjat
,Amazon,"27,13 €",kirjat
